station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MJX,2024-08-10 17:56,88.00,64.00,44.95,280.00,7.00,0.00,29.95,1014.50,10.00,18.00,SCT,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,89.34,KMJX 101756Z AUTO 28007G18KT 10SM SCT050 31/18 A2995 RMK AO2 SLP145 T03110178 10317 20233 58004,M
MJX,2024-08-10 18:56,88.00,63.00,43.40,290.00,12.00,0.00,29.94,1014.10,10.00,19.00,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,88.86,KMJX 101856Z AUTO 29012G19KT 10SM FEW060 31/17 A2994 RMK AO2 SLP141 T03110172,M
MJX,2024-08-10 19:56,88.00,63.00,43.40,270.00,14.00,0.00,29.93,1013.70,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,88.86,KMJX 101956Z AUTO 27014KT 10SM SCT060 31/17 A2993 RMK AO2 SLP137 T03110172,M
MJX,2024-08-10 20:56,87.00,64.00,46.40,270.00,7.00,0.00,29.93,1013.80,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,88.32,KMJX 102056Z AUTO 27007KT 10SM FEW055 31/18 A2993 RMK AO2 SLP138 T03060178 55007,M
MJX,2024-08-10 21:56,87.00,64.00,46.40,280.00,6.00,0.00,29.93,1013.80,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,88.32,KMJX 102156Z AUTO 28006KT 10SM BKN055 31/18 A2993 RMK AO2 SLP138 T03060178,M
MJX,2024-08-10 22:56,85.00,63.00,47.76,280.00,6.00,0.00,29.94,1013.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,85.92,KMJX 102256Z AUTO 28006KT 10SM CLR 29/17 A2994 RMK AO2 SLP139 T02940172,M
MJX,2024-08-10 23:56,79.00,66.00,64.45,240.00,3.00,0.00,29.95,1014.60,10.00,M,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,79.00,KMJX 102356Z AUTO 24003KT 10SM BKN060 26/19 A2995 RMK AO2 SLP146 T02610189 10317 20261 53007,M
MJX,2024-08-11 00:56,74.00,69.00,84.40,0.00,0.00,0.00,29.97,1015.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.00,KMJX 110056Z AUTO 00000KT 10SM CLR 23/21 A2997 RMK AO2 SLP151 T02330206,M
MJX,2024-08-11 01:56,72.00,67.00,84.28,0.00,0.00,0.00,29.99,1015.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,72.00,KMJX 110156Z AUTO 00000KT 10SM CLR 22/19 A2999 RMK AO2 SLP159 T02220194,M
MJX,2024-08-11 02:56,69.00,66.00,90.17,0.00,0.00,0.00,30.01,1016.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.00,KMJX 110256Z AUTO 00000KT 10SM CLR 21/19 A3001 RMK AO2 SLP163 T02060189 51017,M
MJX,2024-08-11 03:56,68.00,66.00,93.32,0.00,0.00,0.00,30.01,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMJX 110356Z AUTO 00000KT 10SM CLR 20/19 A3001 RMK AO2 SLP164 T02000189,M
MJX,2024-08-11 04:56,67.00,64.00,90.09,0.00,0.00,0.00,30.00,1016.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,67.00,KMJX 110456Z AUTO 00000KT 10SM CLR 19/18 A3000 RMK AO2 SLP162 T01940178 403170194,M
MJX,2024-08-11 05:56,67.00,64.00,90.09,0.00,0.00,0.00,30.00,1015.90,10.00,M,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,67.00,KMJX 110556Z AUTO 00000KT 10SM BKN075 19/18 A3000 RMK AO2 SLP159 T01940178 10261 20189 58003,M
MJX,2024-08-11 06:56,67.00,65.00,93.29,0.00,0.00,0.00,29.99,1015.90,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,67.00,KMJX 110656Z AUTO 00000KT 10SM OVC080 19/18 A2999 RMK AO2 SLP159 T01940183,M
MJX,2024-08-11 07:56,69.00,65.00,87.08,310.00,3.00,0.00,30.00,1016.30,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,69.00,KMJX 110756Z AUTO 31003KT 10SM OVC065 21/18 A3000 RMK AO2 SLP163 T02060183,M
MJX,2024-08-11 08:56,71.00,63.00,75.84,310.00,4.00,0.00,30.01,1016.60,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,71.00,KMJX 110856Z AUTO 31004KT 10SM OVC065 22/17 A3001 RMK AO2 SLP166 T02170172 53006,M
MJX,2024-08-11 09:56,70.00,65.00,84.16,0.00,0.00,0.00,30.01,1016.60,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,70.00,KMJX 110956Z AUTO 00000KT 10SM OVC060 21/18 A3001 RMK AO2 SLP166 T02110183,M
MJX,2024-08-11 10:56,69.00,64.00,84.09,0.00,0.00,0.00,30.04,1017.30,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,69.00,KMJX 111056Z AUTO 00000KT 10SM OVC075 21/18 A3004 RMK AO2 SLP173 T02060178,M
MJX,2024-08-11 11:56,72.00,61.00,68.31,340.00,4.00,0.00,30.03,1017.00,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,72.00,KMJX 111156Z AUTO 34004KT 10SM FEW070 22/16 A3003 RMK AO2 SLP170 T02220161 10222 20189 50004,M
MJX,2024-08-11 12:56,75.00,61.00,61.75,M,3.00,0.00,30.04,1017.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.00,KMJX 111256Z AUTO VRB03KT 10SM CLR 24/16 A3004 RMK AO2 SLP174 T02390161,M
MJX,2024-08-11 13:56,80.00,60.00,50.51,0.00,0.00,0.00,30.04,1017.30,10.00,M,FEW,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,80.85,KMJX 111356Z AUTO 00000KT 10SM FEW085 27/16 A3004 RMK AO2 SLP173 T02670156,M
MJX,2024-08-11 14:56,83.00,55.00,38.26,290.00,8.00,0.00,30.04,1017.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.11,KMJX 111456Z AUTO 29008KT 10SM CLR 28/13 A3004 RMK AO2 SLP175 T02830128 51005,M
MJX,2024-08-11 15:56,83.00,55.00,38.26,330.00,7.00,0.00,30.03,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.11,KMJX 111556Z AUTO 33007KT 10SM CLR 28/13 A3003 RMK AO2 SLP171 T02830128,M
MJX,2024-08-11 16:56,84.00,55.00,37.05,280.00,8.00,0.00,30.01,1016.50,10.00,14.00,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,82.85,KMJX 111656Z AUTO 28008G14KT 10SM FEW080 29/13 A3001 RMK AO2 SLP165 T02890128,M
MJX,2024-08-11 17:56,81.00,55.00,40.83,300.00,6.00,0.00,30.00,1016.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.73,KMJX 111756Z AUTO 30006KT 10SM CLR 27/13 A3000 RMK AO2 SLP162 T02720128 10300 20222 56013,M
MJX,2024-08-11 18:56,81.00,58.00,45.51,310.00,9.00,0.00,29.99,1015.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.22,KMJX 111856Z AUTO 31009KT 10SM CLR 27/14 A2999 RMK AO2 SLP158 T02720144,M
MJX,2024-08-11 19:56,83.00,57.00,41.14,260.00,13.00,0.00,29.97,1015.20,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.49,KMJX 111956Z AUTO 26013G17KT 10SM CLR 28/14 A2997 RMK AO2 SLP152 T02830139,M
MJX,2024-08-11 20:56,83.00,58.00,42.64,250.00,6.00,0.00,29.97,1015.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.70,KMJX 112056Z AUTO 25006KT 10SM CLR 28/14 A2997 RMK AO2 SLP151 T02830144 56012,M
MJX,2024-08-11 21:56,82.00,55.00,39.52,240.00,10.00,0.00,29.96,1014.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,81.40,KMJX 112156Z AUTO 24010KT 10SM CLR 28/13 A2996 RMK AO2 SLP149 T02780128,M
MJX,2024-08-11 22:56,81.00,55.00,40.83,230.00,7.00,0.00,29.96,1014.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.73,KMJX 112256Z AUTO 23007KT 10SM CLR 27/13 A2996 RMK AO2 SLP148 T02720128,M
MJX,2024-08-11 23:56,74.00,60.00,61.62,220.00,3.00,0.00,29.98,1015.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,74.00,KMJX 112356Z AUTO 22003KT 10SM CLR 23/16 A2998 RMK AO2 SLP155 T02330156 10289 20233 53003,M
MJX,2024-08-12 00:56,69.00,59.00,70.46,260.00,3.00,0.00,29.99,1016.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.00,KMJX 120056Z AUTO 26003KT 10SM CLR 21/15 A2999 RMK AO2 SLP160 T02060150,M
MJX,2024-08-12 01:56,65.00,59.00,80.90,0.00,0.00,0.00,30.00,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,65.00,KMJX 120156Z AUTO 00000KT 10SM CLR 18/15 A3000 RMK AO2 SLP164 T01830150,M
MJX,2024-08-12 02:56,63.00,59.00,86.77,0.00,0.00,0.00,30.02,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KMJX 120256Z AUTO 00000KT 10SM CLR 17/15 A3002 RMK AO2 SLP167 T01720150 51013,M
MJX,2024-08-12 03:56,65.00,58.00,78.06,280.00,4.00,0.00,30.02,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,65.00,KMJX 120356Z AUTO 28004KT 10SM CLR 18/14 A3002 RMK AO2 SLP167 T01830144,M
MJX,2024-08-12 04:56,61.00,58.00,89.84,160.00,3.00,0.00,30.01,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,61.00,KMJX 120456Z AUTO 16003KT 10SM CLR 16/14 A3001 RMK AO2 SLP167 T01610144 403000161,M
MJX,2024-08-12 05:56,59.00,57.00,93.07,0.00,0.00,0.00,30.01,1016.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 120556Z AUTO 00000KT 10SM CLR 15/14 A3001 RMK AO2 SLP165 T01500139 10233 20150 58002,M
MJX,2024-08-12 06:56,58.00,56.00,93.04,0.00,0.00,0.00,30.00,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.00,KMJX 120656Z AUTO 00000KT 10SM CLR 14/13 A3000 RMK AO2 SLP161 T01440133,M
MJX,2024-08-12 07:56,60.00,57.00,89.80,0.00,0.00,0.00,30.00,1016.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.00,KMJX 120756Z AUTO 00000KT 10SM CLR 16/14 A3000 RMK AO2 SLP163 T01560139,M
MJX,2024-08-12 08:56,56.00,54.00,92.98,0.00,0.00,0.00,30.00,1016.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 120856Z AUTO 00000KT 10SM CLR 13/12 A3000 RMK AO2 SLP163 T01330122 55002,M
MJX,2024-08-12 09:56,56.00,54.00,92.98,0.00,0.00,0.00,30.01,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 120956Z AUTO 00000KT 10SM CLR 13/12 A3001 RMK AO2 SLP164 T01330122,M
MJX,2024-08-12 10:56,59.00,57.00,93.07,0.00,0.00,0.00,30.01,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 121056Z AUTO 00000KT 10SM CLR 15/14 A3001 RMK AO2 SLP167 T01500139,M
MJX,2024-08-12 11:56,67.00,61.00,81.05,250.00,3.00,0.00,30.02,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,67.00,KMJX 121156Z AUTO 25003KT 10SM CLR 19/16 A3002 RMK AO2 SLP169 T01940161 10194 20128 53006,M
MJX,2024-08-12 12:56,73.00,60.00,63.73,0.00,0.00,0.00,30.02,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.00,KMJX 121256Z AUTO 00000KT 10SM CLR 23/16 A3002 RMK AO2 SLP169 T02280156,M
MJX,2024-08-12 13:56,78.00,56.00,46.72,290.00,5.00,0.00,30.02,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.00,KMJX 121356Z AUTO 29005KT 10SM CLR 26/13 A3002 RMK AO2 SLP169 T02560133,M
MJX,2024-08-12 14:56,80.00,56.00,43.75,310.00,8.00,0.00,30.03,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.24,KMJX 121456Z AUTO 31008KT 10SM CLR 27/13 A3003 RMK AO2 SLP171 T02670133 53002,M
MJX,2024-08-12 15:56,81.00,55.00,40.83,330.00,10.00,0.00,30.01,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.73,KMJX 121556Z AUTO 33010KT 10SM CLR 27/13 A3001 RMK AO2 SLP166 T02720128,M
MJX,2024-08-12 16:56,83.00,56.00,39.68,260.00,10.00,0.00,30.00,1016.20,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,82.29,KMJX 121656Z AUTO 26010KT 10SM FEW060 28/13 A3000 RMK AO2 SLP162 T02830133,M
MJX,2024-08-12 17:56,83.00,55.00,38.26,310.00,8.00,0.00,29.98,1015.60,10.00,M,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,82.11,KMJX 121756Z AUTO 31008KT 270V340 10SM SCT065 28/13 A2998 RMK AO2 SLP156 T02830128 10294 20200 58015,M
MJX,2024-08-12 18:56,86.00,54.00,33.50,250.00,13.00,0.00,29.97,1015.10,10.00,16.00,FEW,SCT,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,84.26,KMJX 121856Z AUTO 25013G16KT 10SM FEW070 SCT095 30/12 A2997 RMK AO2 SLP151 T03000122,M
MJX,2024-08-12 19:56,84.00,54.00,35.72,260.00,9.00,0.00,29.96,1014.80,10.00,M,SCT,OVC,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,82.67,KMJX 121956Z AUTO 26009KT 10SM SCT075 OVC090 29/12 A2996 RMK AO2 SLP148 T02890122,M
MJX,2024-08-12 20:56,84.00,55.00,37.05,250.00,12.00,0.00,29.95,1014.60,10.00,19.00,FEW,BKN,BKN,M,7000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,82.85,KMJX 122056Z AUTO 25012G19KT 10SM FEW070 BKN090 BKN110 29/13 A2995 RMK AO2 SLP146 T02890128 56010,M
MJX,2024-08-12 21:56,82.00,56.00,40.98,300.00,12.00,0.00,29.95,1014.40,10.00,M,FEW,BKN,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,81.57,KMJX 122156Z AUTO 30012KT 10SM FEW070 BKN090 28/13 A2995 RMK AO2 SLP144 T02780133,M
MJX,2024-08-12 22:56,80.00,57.00,45.36,300.00,7.00,0.00,29.96,1014.90,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,80.38,KMJX 122256Z AUTO 30007KT 10SM FEW070 27/14 A2996 RMK AO2 SLP149 T02670139,M
MJX,2024-08-12 23:56,77.00,58.00,51.90,300.00,3.00,0.00,29.97,1015.30,10.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,77.00,KMJX 122356Z AUTO 30003KT 10SM SCT100 25/14 A2997 RMK AO2 SLP153 T02500144 10300 20250 53006,M
MJX,2024-08-13 00:56,69.00,60.00,73.02,0.00,0.00,0.00,29.99,1015.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.00,KMJX 130056Z AUTO 00000KT 10SM CLR 21/16 A2999 RMK AO2 SLP159 T02060156,M
MJX,2024-08-13 01:56,69.00,61.00,75.66,290.00,3.00,0.00,30.01,1016.50,10.00,M,SCT,BKN,OVC,M,6000.00,8000.00,9500.00,M,M,M,M,M,M,M,M,69.00,KMJX 130156Z AUTO 29003KT 10SM SCT060 BKN080 OVC095 21/16 A3001 RMK AO2 SLP165 T02060161,M
MJX,2024-08-13 02:56,72.00,58.00,61.37,340.00,6.00,0.00,30.02,1016.80,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,72.00,KMJX 130256Z AUTO 34006KT 10SM BKN080 22/14 A3002 RMK AO2 SLP168 T02220144 51017,M
MJX,2024-08-13 03:56,68.00,58.00,70.35,350.00,4.00,0.00,30.02,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMJX 130356Z AUTO 35004KT 10SM CLR 20/14 A3002 RMK AO2 SLP167 T02000144,M
MJX,2024-08-13 04:56,63.00,57.00,80.76,0.00,0.00,0.00,30.02,1016.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KMJX 130456Z AUTO 00000KT 10SM CLR 17/14 A3002 RMK AO2 SLP169 T01720139 403000128,M
MJX,2024-08-13 05:56,64.00,56.00,75.20,330.00,4.00,0.00,30.01,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.00,KMJX 130556Z AUTO 33004KT 10SM CLR 18/13 A3001 RMK AO2 SLP166 T01780133 10250 20161 58002,M
MJX,2024-08-13 06:56,63.00,55.00,75.11,0.00,0.00,0.00,30.01,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KMJX 130656Z AUTO 00000KT 10SM CLR 17/13 A3001 RMK AO2 SLP164 T01720128,M
MJX,2024-08-13 07:56,59.00,55.00,86.56,0.00,0.00,0.00,30.01,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 130756Z AUTO 00000KT 10SM CLR 15/13 A3001 RMK AO2 SLP167 T01500128,M
MJX,2024-08-13 08:56,61.00,55.00,80.61,310.00,4.00,0.00,30.02,1017.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,61.00,KMJX 130856Z AUTO 31004KT 10SM CLR 16/13 A3002 RMK AO2 SLP170 T01610128 53003,M
MJX,2024-08-13 09:56,56.00,54.00,92.98,0.00,0.00,0.00,30.05,1017.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.00,KMJX 130956Z AUTO 00000KT 10SM CLR 13/12 A3005 RMK AO2 SLP178 T01330122,M
MJX,2024-08-13 10:56,59.00,56.00,89.76,0.00,0.00,0.00,30.06,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 131056Z AUTO 00000KT 10SM CLR 15/13 A3006 RMK AO2 SLP184 T01500133,M
MJX,2024-08-13 11:56,67.00,58.00,72.82,340.00,5.00,0.00,30.07,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,67.00,KMJX 131156Z AUTO 34005KT 10SM CLR 19/14 A3007 RMK AO2 SLP184 T01940144 10194 20128 51015,M
MJX,2024-08-13 12:56,71.00,59.00,65.81,330.00,8.00,0.00,30.07,1018.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.00,KMJX 131256Z AUTO 33008KT 10SM CLR 22/15 A3007 RMK AO2 SLP184 T02170150,M
MJX,2024-08-13 13:56,73.00,59.00,61.50,360.00,8.00,0.00,30.07,1018.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.00,KMJX 131356Z AUTO 36008KT 10SM CLR 23/15 A3007 RMK AO2 SLP185 T02280150,M
MJX,2024-08-13 14:56,76.00,60.00,57.64,310.00,7.00,0.00,30.06,1018.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,76.00,KMJX 131456Z AUTO 31007KT 10SM CLR 24/16 A3006 RMK AO2 SLP181 T02440156 58002,M
MJX,2024-08-13 15:56,78.00,57.00,48.44,320.00,8.00,0.00,30.05,1018.00,10.00,M,SCT,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,78.00,KMJX 131556Z AUTO 32008KT 10SM SCT046 26/14 A3005 RMK AO2 SLP180 T02560139,M
MJX,2024-08-13 16:56,80.00,57.00,45.36,270.00,5.00,0.00,30.03,1017.30,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,80.38,KMJX 131656Z AUTO 27005KT 10SM FEW055 27/14 A3003 RMK AO2 SLP173 T02670139,M
MJX,2024-08-13 17:56,81.00,57.00,43.90,280.00,8.00,0.00,30.02,1016.90,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,81.05,KMJX 131756Z AUTO 28008KT 10SM BKN065 27/14 A3002 RMK AO2 SLP169 T02720139 10278 20194 58013,M
MJX,2024-08-13 18:56,82.00,57.00,42.49,310.00,8.00,0.00,30.01,1016.40,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,81.75,KMJX 131856Z AUTO 31008KT 10SM FEW060 28/14 A3001 RMK AO2 SLP164 T02780139,M
MJX,2024-08-13 19:56,82.00,58.00,44.05,320.00,9.00,0.00,30.00,1016.20,10.00,M,SCT,BKN,M,M,6000.00,9000.00,M,M,M,M,M,M,M,M,M,81.94,KMJX 131956Z AUTO 32009KT 10SM SCT060 BKN090 28/14 A3000 RMK AO2 SLP162 T02780144,M
MJX,2024-08-13 20:56,81.00,58.00,45.51,310.00,9.00,0.00,30.00,1016.10,10.00,M,FEW,SCT,M,M,5500.00,8500.00,M,M,M,M,M,M,M,M,M,81.22,KMJX 132056Z AUTO 31009KT 10SM FEW055 SCT085 27/14 A3000 RMK AO2 SLP161 T02720144 56008,M
MJX,2024-08-13 21:56,80.00,59.00,48.74,350.00,4.00,0.00,29.99,1016.00,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,80.68,KMJX 132156Z AUTO 35004KT 10SM FEW060 27/15 A2999 RMK AO2 SLP160 T02670150,M
MJX,2024-08-13 22:56,80.00,57.00,45.36,350.00,5.00,0.00,30.00,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,80.38,KMJX 132256Z AUTO 35005KT 10SM CLR 27/14 A3000 RMK AO2 SLP161 T02670139,M
MJX,2024-08-13 23:56,72.00,59.00,63.61,0.00,0.00,0.00,30.01,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,72.00,KMJX 132356Z AUTO 00000KT 10SM CLR 22/15 A3001 RMK AO2 SLP167 T02220150 10283 20222 53006,M
MJX,2024-08-14 00:56,68.00,60.00,75.57,0.00,0.00,0.00,30.03,1017.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMJX 140056Z AUTO 00000KT 10SM CLR 20/16 A3003 RMK AO2 SLP172 T02000156,M
MJX,2024-08-14 01:56,64.00,58.00,80.83,0.00,0.00,0.00,30.03,1017.10,6.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,64.00,KMJX 140156Z AUTO 00000KT 6SM HZ CLR 18/14 A3003 RMK AO2 SLP171 T01780144,M
MJX,2024-08-14 02:56,62.00,58.00,86.72,0.00,0.00,0.00,30.03,1017.20,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,62.00,KMJX 140256Z AUTO 00000KT 10SM BKN070 17/14 A3003 RMK AO2 SLP172 T01670144 51006,M
MJX,2024-08-14 03:56,62.00,58.00,86.72,0.00,0.00,0.00,30.04,1017.40,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,62.00,KMJX 140356Z AUTO 00000KT 10SM BKN065 17/14 A3004 RMK AO2 SLP174 T01670144,M
MJX,2024-08-14 04:56,62.00,57.00,83.65,0.00,0.00,0.00,30.04,1017.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.00,KMJX 140456Z AUTO 00000KT 10SM CLR 17/14 A3004 RMK AO2 SLP175 T01670139 402830128,M
MJX,2024-08-14 05:56,60.00,57.00,89.80,0.00,0.00,0.00,30.03,1017.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.00,KMJX 140556Z AUTO 00000KT 10SM CLR 16/14 A3003 RMK AO2 SLP173 T01560139 10233 20150 58001,M
MJX,2024-08-14 06:56,60.00,56.00,86.61,0.00,0.00,0.00,30.03,1017.20,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,60.00,KMJX 140656Z AUTO 00000KT 10SM FEW065 16/13 A3003 RMK AO2 SLP172 T01560133,M
MJX,2024-08-14 07:56,59.00,56.00,89.76,0.00,0.00,0.00,30.03,1017.30,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,59.00,KMJX 140756Z AUTO 00000KT 10SM FEW065 15/13 A3003 RMK AO2 SLP173 T01500133,M
MJX,2024-08-14 08:56,58.00,56.00,93.04,0.00,0.00,0.00,30.04,1017.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.00,KMJX 140856Z AUTO 00000KT 10SM CLR 14/13 A3004 RMK AO2 SLP175 T01440133 53002,M
MJX,2024-08-14 09:56,60.00,58.00,93.10,0.00,0.00,0.00,30.05,1017.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.00,KMJX 140956Z AUTO 00000KT 10SM CLR 16/14 A3005 RMK AO2 SLP178 T01560144,M
MJX,2024-08-14 10:56,63.00,60.00,89.93,0.00,0.00,0.00,30.06,1018.20,7.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,63.00,KMJX 141056Z AUTO 00000KT 7SM CLR 17/16 A3006 RMK AO2 SLP182 T01720156,M
MJX,2024-08-14 11:56,68.00,62.00,81.12,350.00,4.00,0.00,30.07,1018.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,KMJX 141156Z AUTO 35004KT 10SM CLR 20/17 A3007 RMK AO2 SLP186 T02000167 10200 20144 52010,M
MJX,2024-08-14 12:56,72.00,63.00,73.31,20.00,5.00,0.00,30.08,1018.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,72.00,KMJX 141256Z AUTO 02005KT 10SM CLR 22/17 A3008 RMK AO2 SLP188 T02220172,M
MJX,2024-08-14 13:56,76.00,63.00,64.09,20.00,6.00,0.00,30.08,1019.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,76.00,KMJX 141356Z AUTO 02006KT 10SM CLR 24/17 A3008 RMK AO2 SLP190 T02440172,M
